"Time","  FARAZGANZ NEW BRIDGE WL_I_1H (m)"," ALEXANDER WL_I_1H (m)"," BAKKHALI RIVER  ( KHURUSHKUL) WL_I_1H (m)"," BASHKHALI  (JALKADAR CANAL) BRIDGE WL_I_1H (m)"," BEKUTIA FERRY GHAT WL_I_1H (m)"," BOLIR POL  BRIDGE WL_I_1H (m)"," CHAR AMANULLAH WL_I_1H (m)"," CHAR JABBAR RAMGOTI BRIDGE WL_I_1H (m)"," CHAR MONTAZ SLUICE GATE, BAZAR WL_I_1H (m)"," DUBLAR CHAR WL_I_1H (m)"," GABKHAN BRIDGE WL_I_1H (m)"," GODARPAR SLUICE GATE  (SANGUA BRIDGE) WL_I_1H (m)"," GOLACHIPA FERRY GHAT WL_I_1H (m)"," KALAPARA BRIDGE WL_I_1H (m)"," KARNAFULI SHAH AMANAT BRIDGE WL_I_1H (m)"," KARNAPHULI  RIVER (SUPPORT PADMA OIL COMPANY LTD.) WL_I_1H (m)"," KUAKATA (ALIPUR BRIDGE) WL_I_1H (m)"," KUMIRA (JETTY GHAT) WL_I_1H (m)"," MAYA BRIDGE WL_I_1H (m)"," MOGNAMA JETTY WL_I_1H (m)"," MOHESHKHALI (NEW JETTY GHAT) WL_I_1H (m)"," MONPURA  (HAJIRHAT LAUNCH GHAT) WL_I_1H (m)"," MOTIRHAT NEW REGULATOR (MOJU  CHOWDHURY'S HAT)  WL_I_1H (m)"," MUKTARIA  GHAT  (HATIYA NIJHUM DWIP FERRY RT) WL_I_1H (m)"," MUSAPUR REGULATOR  (SLUICE GATE) WL_I_1H (m)"," NAF RIVER WL_I_1H (m)"," RAJU-KHAL STEEL BRIDGE  (NEAR INANI BEACH) WL_I_1H (m)"," RANGABALI WL_I_1H (m)"," SANDWIP (GUPTOCHORA  JETTY GHAT) WL_I_1H (m)"," SHAPORIR DWIP  (JETTY TERMINAL) WL_I_1H (m)"," TULATULI SLUICE GATE WL_I_1H (m)","BOWLESHSWAR BAZAR (KHETACHIRA) WL_I_1H (m)","CHARFESHION (NEW SULEJ GATE) WL_I_1H (m)","GABURA HAT (BRIDGE) WL_I_1H (m)","JOYALVANGA SLUICE GATE(TALTALI) WL_I_1H (m)","MORELGANJ  BRIDGE WL_I_1H (m)","PAYRA  JETTY (THERMAL POWER PLANT) WL_I_1H (m)","ST. MARTIN  (LANDING JETTY OF ST. MARTIN) WL_I_1H (m)","THOTA  JETTY ( JAYMONI BAZAR) WL_I_1H (m)","ULANIA DASHMINA (BRIDGE) WL_I_1H (m)"
"17/07/2025 04:00:00",1.06,,,,1.412,,,,,,,,,14.46,,,,,,,,,,,,,,,,0.489,,,,,,,,,,
"17/07/2025 04:15:00",1.11,,,,1.428,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.391,,,,,,,,,,
"17/07/2025 04:30:00",1.147,,,,1.61,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.293,,,,,,,,,,
"17/07/2025 04:45:00",1.175,,,,1.437,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.174,,,,,,,,,,
"17/07/2025 05:00:00",1.197,,,,1.427,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.04,,,,,,,,,,
"17/07/2025 05:15:00",1.214,,,,1.41,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.069,,,,,,,,,,
"17/07/2025 05:30:00",1.224,,,,1.384,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.176,,,,,,,,,,
"17/07/2025 05:45:00",1.226,,,,1.341,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.266,,,,,,,,,,
"17/07/2025 06:00:00",1.22,,,,1.29,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.386,,,,,,,,,,
"17/07/2025 06:15:00",1.201,,,,1.238,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.474,,,,,,,,,,
"17/07/2025 06:30:00",1.164,,,,1.181,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.563,,,,,,,,,,
"17/07/2025 06:45:00",1.115,,,,1.123,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.636,,,,,,,,,,
"17/07/2025 07:00:00",1.054,,,,1.068,,,,,,,,,14.5,,,,,,,,,,,,,,,,-0.689,,,,,,,,,,
"17/07/2025 07:15:00",0.987,,,,1.014,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.729,,,,,,,,,,
"17/07/2025 07:30:00",0.924,,,,0.958,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.758,,,,,,,,,,
"17/07/2025 07:45:00",0.867,,,,0.91,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.756,,,,,,,,,,
"17/07/2025 08:00:00",0.812,,,,0.858,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.726,,,,,,,,,,
"17/07/2025 08:15:00",0.776,,,,0.816,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.713,,,,,,,,,,
"17/07/2025 08:30:00",0.719,,,,0.774,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.644,,,,,,,,,,
"17/07/2025 08:45:00",0.693,,,,0.733,,,,,,,,,14.492,,,,,,,,,,,,,,,,-0.515,,,,,,,,,,
"17/07/2025 09:00:00",0.674,,,,0.681,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.421,,,,,,,,,,
"17/07/2025 09:15:00",0.655,,,,0.659,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.343,,,,,,,,,,
"17/07/2025 09:30:00",0.621,,,,0.625,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.221,,,,,,,,,,
"17/07/2025 09:45:00",0.608,,,,0.584,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.078,,,,,,,,,,
"17/07/2025 10:00:00",0.613,,,,0.551,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.064,,,,,,,,,,
"17/07/2025 10:15:00",0.577,,,,0.519,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.188,,,,,,,,,,
"17/07/2025 10:30:00",0.554,,,,0.484,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.295,,,,,,,,,,
"17/07/2025 10:45:00",0.554,,,,0.448,,,,,,,,,14.245,,,,,,,,,,,,,,,,0.436,,,,,,,,,,
"17/07/2025 11:00:00",0.538,,,,0.42,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.534,,,,,,,,,,
"17/07/2025 11:15:00",0.52,,,,0.392,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.669,,,,,,,,,,
"17/07/2025 11:30:00",0.491,,,,0.364,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.767,,,,,,,,,,
"17/07/2025 11:45:00",0.464,,,,0.34,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.668,,,,,,,,,,
"17/07/2025 12:00:00",0.438,,,,0.313,,,,,,,,,14.829,,,,,,,,,,,,,,,,4.639,,,,,,,,,,
"17/07/2025 12:15:00",0.412,,,,0.294,,,,,,,,,14.829,,,,,,,,,,,,,,,,2.336,,,,,,,,,,
"17/07/2025 12:30:00",0.381,,,,0.309,,,,,,,,,14.123,,,,,,,,,,,,,,,,1.037,,,,,,,,,,
"17/07/2025 12:45:00",0.354,,,,0.355,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.08,,,,,,,,,,
"17/07/2025 13:00:00",0.342,,,,0.405,,,,,,,,,14.829,,,,,,,,,,,,,,,,3.457,,,,,,,,,,
"17/07/2025 13:15:00",0.336,,,,0.48,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.186,,,,,,,,,,
"17/07/2025 13:30:00",0.348,,,,0.554,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.203,,,,,,,,,,
"17/07/2025 13:45:00",0.359,,,,0.681,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.224,,,,,,,,,,
"17/07/2025 14:00:00",0.433,,,,0.803,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.212,,,,,,,,,,
"17/07/2025 14:15:00",0.535,,,,0.91,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.202,,,,,,,,,,
"17/07/2025 14:30:00",0.635,,,,1.036,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.148,,,,,,,,,,
"17/07/2025 14:45:00",0.728,,,,1.135,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.082,,,,,,,,,,
"17/07/2025 15:00:00",0.813,,,,1.214,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.009,,,,,,,,,,
"17/07/2025 15:15:00",0.889,,,,1.388,,,,,,,,,14.246,,,,,,,,,,,,,,,,0.924,,,,,,,,,,
"17/07/2025 15:30:00",0.941,,,,1.464,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.828,,,,,,,,,,
"17/07/2025 15:45:00",0.993,,,,1.349,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.717,,,,,,,,,,
"17/07/2025 16:00:00",1.045,,,,1.369,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.598,,,,,,,,,,
"17/07/2025 16:15:00",1.082,,,,1.387,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.494,,,,,,,,,,
"17/07/2025 16:30:00",1.116,,,,1.395,,,,,,,,,14.467,,,,,,,,,,,,,,,,0.371,,,,,,,,,,
"17/07/2025 16:45:00",1.148,,,,1.397,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.246,,,,,,,,,,
"17/07/2025 17:00:00",1.174,,,,1.397,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.11,,,,,,,,,,
"17/07/2025 17:15:00",1.197,,,,1.399,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.028,,,,,,,,,,
"17/07/2025 17:30:00",1.214,,,,1.388,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.164,,,,,,,,,,
"17/07/2025 17:45:00",1.225,,,,1.361,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.269,,,,,,,,,,
"17/07/2025 18:00:00",1.225,,,,1.324,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.383,,,,,,,,,,
"17/07/2025 18:15:00",1.215,,,,1.28,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.51,,,,,,,,,,
"17/07/2025 18:30:00",1.193,,,,1.225,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.616,,,,,,,,,,
"17/07/2025 18:45:00",1.154,,,,1.17,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.723,,,,,,,,,,
"17/07/2025 19:00:00",1.095,,,,1.112,,,,,,,,,14.114,,,,,,,,,,,,,,,,-0.797,,,,,,,,,,
"17/07/2025 19:15:00",1.028,,,,1.055,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.858,,,,,,,,,,
"17/07/2025 19:30:00",0.962,,,,0.994,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.924,,,,,,,,,,
"17/07/2025 19:45:00",0.904,,,,0.938,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.953,,,,,,,,,,
"17/07/2025 20:00:00",0.849,,,,0.884,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.969,,,,,,,,,,
"17/07/2025 20:15:00",0.797,,,,0.833,,,,,,,,,13.881,,,,,,,,,,,,,,,,-0.955,,,,,,,,,,
"17/07/2025 20:30:00",0.754,,,,0.793,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.926,,,,,,,,,,
"17/07/2025 20:45:00",0.715,,,,0.748,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.857,,,,,,,,,,
"17/07/2025 21:00:00",0.681,,,,0.699,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.773,,,,,,,,,,
"17/07/2025 21:15:00",0.657,,,,0.669,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,
"17/07/2025 21:30:00",0.631,,,,0.629,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.604,,,,,,,,,,
"17/07/2025 21:45:00",0.604,,,,0.589,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.491,,,,,,,,,,
"17/07/2025 22:00:00",0.573,,,,0.549,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.376,,,,,,,,,,
"17/07/2025 22:15:00",0.552,,,,0.508,,,,,,,,,14.439,,,,,,,,,,,,,,,,-0.281,,,,,,,,,,
"17/07/2025 22:30:00",0.525,,,,0.468,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.155,,,,,,,,,,
"17/07/2025 22:45:00",0.494,,,,0.421,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.044,,,,,,,,,,
"17/07/2025 23:00:00",0.468,,,,0.382,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.081,,,,,,,,,,
"17/07/2025 23:15:00",0.438,,,,0.335,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.198,,,,,,,,,,
"17/07/2025 23:30:00",0.411,,,,0.292,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.325,,,,,,,,,,
"17/07/2025 23:45:00",0.385,,,,0.257,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.445,,,,,,,,,,
"18/07/2025 00:00:00",0.354,,,,0.223,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.56,,,,,,,,,,
"18/07/2025 00:15:00",0.323,,,,0.183,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.69,,,,,,,,,,
"18/07/2025 00:30:00",0.292,,,,0.155,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.754,,,,,,,,,,
"18/07/2025 00:45:00",0.251,,,,0.138,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.83,,,,,,,,,,
"18/07/2025 01:00:00",0.221,,,,0.131,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.917,,,,,,,,,,
"18/07/2025 01:15:00",0.189,,,,0.146,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.966,,,,,,,,,,
"18/07/2025 01:30:00",0.679,,,,0.199,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.999,,,,,,,,,,
"18/07/2025 01:45:00",0.157,,,,0.274,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.046,,,,,,,,,,
"18/07/2025 02:00:00",0.156,,,,0.371,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.046,,,,,,,,,,
"18/07/2025 02:15:00",0.187,,,,0.481,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.085,,,,,,,,,,
"18/07/2025 02:30:00",0.258,,,,0.607,,,,,,,,,14.528,,,,,,,,,,,,,,,,1.075,,,,,,,,,,
"18/07/2025 02:45:00",0.353,,,,0.733,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.059,,,,,,,,,,
"18/07/2025 03:00:00",0.444,,,,0.862,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.021,,,,,,,,,,
"18/07/2025 03:15:00",0.522,,,,0.965,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.971,,,,,,,,,,
"18/07/2025 03:30:00",0.602,,,,1.042,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.903,,,,,,,,,,
"18/07/2025 03:45:00",0.693,,,,1.11,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.869,,,,,,,,,,
"18/07/2025 04:00:00",0.761,,,,1.169,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.798,,,,,,,,,,
"18/07/2025 04:15:00",0.827,,,,1.211,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.737,,,,,,,,,,
"18/07/2025 04:30:00",0.885,,,,1.246,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.668,,,,,,,,,,
"18/07/2025 04:45:00",0.934,,,,1.271,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.534,,,,,,,,,,
"18/07/2025 05:00:00",0.98,,,,1.291,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.471,,,,,,,,,,
"18/07/2025 05:15:00",1.016,,,,1.308,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.409,,,,,,,,,,
"18/07/2025 05:30:00",1.06,,,,1.318,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.305,,,,,,,,,,
"18/07/2025 05:45:00",1.084,,,,1.318,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.216,,,,,,,,,,
"18/07/2025 06:00:00",1.109,,,,1.31,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.116,,,,,,,,,,
"18/07/2025 06:15:00",1.113,,,,1.297,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.007,,,,,,,,,,
"18/07/2025 06:30:00",1.137,,,,1.268,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.077,,,,,,,,,,
"18/07/2025 06:45:00",1.141,,,,1.231,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.185,,,,,,,,,,
"18/07/2025 07:00:00",1.116,,,,1.181,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.274,,,,,,,,,,
"18/07/2025 07:15:00",1.087,,,,1.133,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.359,,,,,,,,,,
"18/07/2025 07:30:00",1.059,,,,1.075,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.426,,,,,,,,,,
"18/07/2025 07:45:00",1.01,,,,1.025,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.485,,,,,,,,,,
"18/07/2025 08:00:00",0.967,,,,0.971,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.542,,,,,,,,,,
"18/07/2025 08:15:00",0.906,,,,0.916,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.564,,,,,,,,,,
"18/07/2025 08:30:00",0.842,,,,0.863,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.589,,,,,,,,,,
"18/07/2025 08:45:00",0.78,,,,0.803,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,
"18/07/2025 09:00:00",0.719,,,,0.767,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.586,,,,,,,,,,
"18/07/2025 09:15:00",0.686,,,,0.734,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.552,,,,,,,,,,
"18/07/2025 09:30:00",0.665,,,,0.697,,,,,,,,,14.458,,,,,,,,,,,,,,,,-0.479,,,,,,,,,,
"18/07/2025 09:45:00",0.662,,,,0.656,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.403,,,,,,,,,,
"18/07/2025 10:00:00",0.645,,,,0.628,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.313,,,,,,,,,,
"18/07/2025 10:15:00",0.613,,,,0.59,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.218,,,,,,,,,,
"18/07/2025 10:30:00",0.603,,,,0.567,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.13,,,,,,,,,,
"18/07/2025 10:45:00",0.587,,,,0.535,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,
"18/07/2025 11:00:00",0.561,,,,0.504,,,,,,,,,,,,,,,,,,,,,,,,,0.064,,,,,,,,,,
"18/07/2025 11:15:00",0.545,,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,,0.165,,,,,,,,,,
"18/07/2025 11:30:00",0.536,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,0.255,,,,,,,,,,
"18/07/2025 11:45:00",0.535,,,,0.415,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.372,,,,,,,,,,
"18/07/2025 12:00:00",0.524,,,,0.39,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.49,,,,,,,,,,
"18/07/2025 12:15:00",0.506,,,,0.368,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.563,,,,,,,,,,
"18/07/2025 12:30:00",0.476,,,,0.349,,,,,,,,,,,,,,,,,,,,,,,,,0.654,,,,,,,,,,
"18/07/2025 12:45:00",0.468,,,,0.327,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.728,,,,,,,,,,
"18/07/2025 13:00:00",0.443,,,,0.327,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.796,,,,,,,,,,
"18/07/2025 13:15:00",0.421,,,,0.329,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.872,,,,,,,,,,
"18/07/2025 13:30:00",0.382,,,,0.359,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.907,,,,,,,,,,
"18/07/2025 13:45:00",0.375,,,,0.396,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.961,,,,,,,,,,
"18/07/2025 14:00:00",0.353,,,,0.464,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.978,,,,,,,,,,
"18/07/2025 14:15:00",0.371,,,,0.552,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.97,,,,,,,,,,
"18/07/2025 14:30:00",0.391,,,,0.656,,,,,,,,,,,,,,,,,,,,,,,,,1.008,,,,,,,,,,
"18/07/2025 14:45:00",0.43,,,,0.754,,,,,,,,,,,,,,,,,,,,,,,,,1.009,,,,,,,,,,
"18/07/2025 15:00:00",0.483,,,,0.847,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.021,,,,,,,,,,
"18/07/2025 15:15:00",0.555,,,,0.952,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.996,,,,,,,,,,
"18/07/2025 15:30:00",0.64,,,,1.032,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.936,,,,,,,,,,
"18/07/2025 15:45:00",0.721,,,,1.112,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.892,,,,,,,,,,
"18/07/2025 16:00:00",0.815,,,,1.156,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.811,,,,,,,,,,
"18/07/2025 16:15:00",0.881,,,,1.195,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.73,,,,,,,,,,
"18/07/2025 16:30:00",0.919,,,,1.232,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.659,,,,,,,,,,
"18/07/2025 16:45:00",0.959,,,,1.255,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.562,,,,,,,,,,
"18/07/2025 17:00:00",0.991,,,,1.276,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.467,,,,,,,,,,
"18/07/2025 17:15:00",1.022,,,,1.284,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.359,,,,,,,,,,
"18/07/2025 17:30:00",1.051,,,,1.288,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.252,,,,,,,,,,
"18/07/2025 17:45:00",1.078,,,,1.288,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.15,,,,,,,,,,
"18/07/2025 18:00:00",1.099,,,,1.295,,,,,,,,,14.566,,,,,,,,,,,,,,,,0.039,,,,,,,,,,
"18/07/2025 18:15:00",1.117,,,,1.282,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.081,,,,,,,,,,
"18/07/2025 18:30:00",1.127,,,,1.27,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.182,,,,,,,,,,
"18/07/2025 18:45:00",1.127,,,,1.24,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.292,,,,,,,,,,
"18/07/2025 19:00:00",1.115,,,,1.203,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.385,,,,,,,,,,
"18/07/2025 19:15:00",1.094,,,,1.154,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.481,,,,,,,,,,
"18/07/2025 19:30:00",1.056,,,,1.098,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.086,,,,,,,,,,
"18/07/2025 19:45:00",1.002,,,,1.049,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.008,,,,,,,,,,
"18/07/2025 20:00:00",0.94,,,,0.983,,,,,,,,,14.114,,,,,,,,,,,,,,,,-0.524,,,,,,,,,,
"18/07/2025 20:15:00",0.879,,,,0.924,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.771,,,,,,,,,,
"18/07/2025 20:30:00",0.817,,,,0.867,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.797,,,,,,,,,,
"18/07/2025 20:45:00",0.751,,,,0.821,,,,,,,,,,,,,,,,,,,,,,,,,0.534,,,,,,,,,,
"18/07/2025 21:00:00",0.705,,,,0.769,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.287,,,,,,,,,,
"18/07/2025 21:15:00",0.662,,,,0.729,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.103,,,,,,,,,,
"18/07/2025 21:30:00",0.621,,,,0.699,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.502,,,,,,,,,,
"18/07/2025 21:45:00",0.583,,,,0.66,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.704,,,,,,,,,,
"18/07/2025 22:00:00",0.553,,,,0.621,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.633,,,,,,,,,,
"18/07/2025 22:15:00",0.529,,,,0.579,,,,,,,,,14.466,,,,,,,,,,,,,,,,-0.543,,,,,,,,,,
"18/07/2025 22:30:00",0.5,,,,0.54,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.43,,,,,,,,,,
"18/07/2025 22:45:00",0.462,,,,0.504,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.34,,,,,,,,,,
"18/07/2025 23:00:00",0.451,,,,0.464,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.244,,,,,,,,,,
"18/07/2025 23:15:00",0.428,,,,0.427,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.138,,,,,,,,,,
"18/07/2025 23:30:00",0.401,,,,0.385,,,,,,,,,14.829,,,,,,,,,,,,,,,,-0.058,,,,,,,,,,
"18/07/2025 23:45:00",0.379,,,,0.351,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.021,,,,,,,,,,
"19/07/2025 00:00:00",0.358,,,,0.304,,,,,,,,,14.137,,,,,,,,,,,,,,,,0.161,,,,,,,,,,
"19/07/2025 00:15:00",0.335,,,,0.264,,,,,,,,,,,,,,,,,,,,,,,,,0.253,,,,,,,,,,
"19/07/2025 00:30:00",0.311,,,,0.226,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.383,,,,,,,,,,
"19/07/2025 00:45:00",0.287,,,,0.192,,,,,,,,,,,,,,,,,,,,,,,,,0.462,,,,,,,,,,
"19/07/2025 01:00:00",0.266,,,,0.165,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.575,,,,,,,,,,
"19/07/2025 01:15:00",0.244,,,,0.139,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.66,,,,,,,,,,
"19/07/2025 01:30:00",0.214,,,,0.127,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.736,,,,,,,,,,
"19/07/2025 01:45:00",0.189,,,,0.13,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.807,,,,,,,,,,
"19/07/2025 02:00:00",0.172,,,,0.131,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.909,,,,,,,,,,
"19/07/2025 02:15:00",0.157,,,,0.18,,,,,,,,,14.829,,,,,,,,,,,,,,,,0.968,,,,,,,,,,
"19/07/2025 02:30:00",0.152,,,,0.236,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.009,,,,,,,,,,
"19/07/2025 02:45:00",0.162,,,,0.317,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.052,,,,,,,,,,
"19/07/2025 03:00:00",0.194,,,,0.405,,,,,,,,,,,,,,,,,,,,,,,,,1.064,,,,,,,,,,
"19/07/2025 03:15:00",0.247,,,,0.514,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.135,,,,,,,,,,
"19/07/2025 03:30:00",0.325,,,,0.625,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.092,,,,,,,,,,
"19/07/2025 03:45:00",0.408,,,,0.737,,,,,,,,,14.829,,,,,,,,,,,,,,,,1.071,,,,,,,,,,
